Compound_Name,CAS_Number,SMILES,Dataset_Role,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
(Z)-3-Hexenyl butanoate,16491-36-4,CCCC(=O)OCCC=CCC,External_Validation,10.82942893,10.82942893,0.081112528,-0.081112528,0.347826518,10.5,170.252,152.108,170.1306798,70,0.305277873,-0.465345084,0.465345084,0.305277873,1.333333333,2.083333333,2.666666667,16.53232389,10.31719595,1.970848217,-1.996191705,1.932070061,-2.035380724,5.686520063,-0.143015135,2.046583475,3.189626238,138.7740057,9.234204519,8.006731025,8.006731025,5.808060412,4.614520292,4.614520292,2.638798126,2.638798126,1.404060579,1.404060579,0.801613123,0.801613123,-0.79,423.6427793,11.21,8.307943193,7.318577633,74.60919435,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,25.99951461,19.26246487,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,39.53076089,6.606881965,12.15204021,0,0,0,0,0,12.57618725,9.531400138,0,39.53076089,12.15204021,0,0,26.3,0,4.794537184,5.969305288,13.02770359,19.26246487,0,0,12.99975731,12.99975731,4.736862954,4.938806689,0,10.82942893,0,0,-0.081112528,0,7.402984143,4.576559429,0,0.7,12,0,2,0,0,0,0,0,0,2,0,2,6,0,0,0,0,2.686,49.915
"2,2-Dimethyl-3-hexanol",4209-90-9,CCCC(C(C)(C)C)O,External_Validation,9.385694444,9.385694444,0.065486111,-0.136574074,0.607201999,15.66666667,130.231,112.087,130.1357652,56,0.05879456,-0.392584884,0.392584884,0.05879456,1.333333333,1.777777778,1.888888889,16.26789421,9.866646609,2.196723589,-2.245360054,2.214611215,-2.248070591,4.707841062,0.055087377,1.643106065,3.588734604,71.12704562,7.491563832,6.938777427,6.938777427,3.981380475,3.662229096,3.662229096,3.670498314,3.670498314,1.561782917,1.561782917,0.706449714,0.706449714,-0.04,57.50871228,8.96,3.21003996,3.522001754,58.08807958,5.106527395,0,0,0,0,0,0,0,0,0,34.11577042,11.83581209,0,6.103966388,5.106527395,0,0,0,5.414990469,46.64055843,0,0,0,0,0,0,0,11.21049378,0,5.414990469,40.53659204,0,0,0,20.23,0,5.106527395,11.51895686,0,12.84164325,0,0,0,27.6949488,0,0,0,0,9.385694444,0.065486111,0,0,1.851458333,8.280694444,0,1,9,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2.1935,40.3698
2-Methyl-1-propanol,105-30-6,CCCC(C)CO,External_Validation,8.46587963,8.46587963,0.341111111,0.341111111,0.570967752,14.14285714,102.177,88.065,102.1044651,44,0.045612317,-0.396099013,0.396099013,0.045612317,1.571428571,2.142857143,2.285714286,16.25090186,10.09142114,1.934847117,-2.012310275,2.008435667,-1.976497732,4.453091893,0.229389055,1.679822907,2.831819966,35.16125946,5.698670613,5.145884208,5.145884208,3.308060412,2.917181397,2.917181397,2.076421036,2.076421036,1.093148045,1.093148045,0.584086373,0.584086373,-0.04,31.91663524,6.96,4.127785235,3.79903486,45.35819535,5.106527395,0,0,0,0,0,0,0,0,0,20.26829602,12.33872767,6.606881965,0,5.106527395,0,0,0,5.917906046,26.68911765,6.606881965,0,0,0,0,0,0,11.71340936,0,5.917906046,26.68911765,0,0,0,20.23,0,0,0,12.52478801,6.420821623,6.420821623,0,0,13.8474744,5.106527395,0,0,0,8.46587963,0,0.50462963,0,2.331574074,4.53125,0,1,7,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1.4149,31.1578
3-Hepten-2-one,1119-44-4,CCCC=CC(=O)C,External_Validation,10.23176304,10.23176304,0.137453704,0.137453704,0.509698497,10.25,112.172,100.076,112.088815,46,0.151795566,-0.295193258,0.295193258,0.151795566,1.625,2.25,2.625,16.13684726,10.27004072,1.776479842,-1.794430048,1.869239902,-1.778501083,5.865773869,-0.112194844,1.664672795,3.201531354,92.55994822,6.405777394,5.477162391,5.477162391,3.77005561,2.941487685,2.941487685,1.801694472,1.801694472,0.80790098,0.80790098,0.415963653,0.415963653,-0.59,48.27551104,7.41,4.56600624,5.41,50.40082278,0,0,5.783244946,0,0,0,4.794537184,0,0,0,19.42057893,19.42057893,0,0,4.794537184,5.783244946,0,0,0,26.68911765,0,12.15204021,0,0,0,0,0,5.783244946,4.794537184,0,26.68911765,12.15204021,0,0,17.07,0,4.794537184,5.783244946,0,12.84164325,0,12.99975731,6.076020107,6.9237372,0,0,0,10.23176304,0,0,0.137453704,0,5.648009259,3.649440665,0,0.571428571,8,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1.9317,34.729
trans-2-Hexenyl acetate,2497-18-9,CCCC=CCOC(=O)C,External_Validation,10.22032746,10.22032746,0.221158825,-0.221158825,0.44240899,10.2,142.198,128.086,142.0993797,58,0.302439705,-0.461645794,0.461645794,0.302439705,1.5,2.2,2.7,16.53117701,10.30450259,1.84803039,-1.928401806,1.877442963,-1.96556602,5.654760679,-0.139201748,1.870988955,3.099384274,116.4259988,7.819990956,6.592517463,6.592517463,4.77005561,3.553860121,3.553860121,2.062665513,2.062665513,1.004829979,1.004829979,0.518025725,0.518025725,-0.79,142.1951606,9.21,6.33180268,7.21,61.87931013,4.736862954,6.606881965,0,0,0,5.969305288,4.794537184,0,0,0,25.49659904,6.420821623,6.9237372,0,9.531400138,5.969305288,0,0,0,26.68911765,6.606881965,12.15204021,0,0,0,0,0,12.57618725,9.531400138,0,26.68911765,12.15204021,0,0,26.3,0,4.794537184,5.969305288,6.606881965,12.84164325,6.9237372,0,12.15204021,11.66060015,0,4.662695578,0,10.22032746,0,0,-0.221158825,0,6.075075586,3.929726868,0,0.625,10,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1.9058,40.681
Butanal,123-72-8,CCCC=O,External_Validation,9.404861111,9.404861111,0.708333333,0.708333333,0.444345048,7.4,72.107,64.043,72.05751488,30,0.119479781,-0.303403097,0.303403097,0.119479781,1.8,2.4,2.4,16.12871272,10.38067593,1.663698773,-1.680047767,1.74358517,-1.641993215,5.483092871,-0.107378642,1.405639062,2.401715223,24.82892142,4.121320344,3.399812122,3.399812122,2.414213562,1.851057332,1.851057332,0.955341801,0.955341801,0.406526265,0.406526265,0.11785113,0.11785113,-0.33,11.2451125,4.67,3.67,3.67,31.99559947,4.794537184,6.286160523,0,0,0,0,0,0,0,0,6.9237372,6.420821623,6.420821623,0,4.794537184,6.286160523,0,0,0,19.76538045,0,0,0,0,0,0,0,6.286160523,4.794537184,0,19.76538045,0,0,0,17.07,0,4.794537184,0,6.420821623,12.70698215,0,0,6.9237372,0,0,0,0,9.404861111,0,0,0,0,2.614583333,1.980555556,0,0.75,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0.9854,20.972
4-Propylphenol,645-56-7,CCCC1=CC=C(C=C1)O,External_Validation,8.92489229,8.92489229,0.347086168,0.347086168,0.661237353,9.7,136.194,124.098,136.088815,54,0.11509484,-0.507966645,0.507966645,0.11509484,1.2,1.8,2.3,16.25463151,10.12005527,1.888739104,-1.960270332,2.099024955,-1.793412586,5.252179682,0.474811157,1.945144602,2.693803452,188.3881692,7.397341225,6.170828235,6.170828235,4.825698503,3.605634175,3.605634175,2.41644718,2.41644718,1.47501544,1.47501544,0.951289732,0.951289732,-0.98,210.075617,7.130864745,3.25450845,1.760845125,61.32046321,5.106527395,5.749511833,0,0,0,0,0,0,0,0,25.47729296,24.11700725,0,0,5.106527395,0,0,0,0,19.76538045,0,29.82891977,5.749511833,0,0,5.749511833,0,5.106527395,6.420821623,0,18.90801031,24.26546827,0,0,20.23,0,0,0,5.749511833,12.84164325,5.563451492,12.13273414,12.13273414,6.9237372,5.106527395,0,0,0,8.92489229,1.291944444,0.347086168,7.368703704,2.255015117,2.14569161,0,0.333333333,10,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,2.3447,42.1018
2-Propylphenol,644-35-9,CCCC1=CC=CC=C1O,External_Validation,9.24162037,9.24162037,0.420694444,0.420694444,0.661237353,9.7,136.194,124.098,136.088815,54,0.118261687,-0.507676129,0.507676129,0.118261687,1.3,2,2.6,16.25533052,10.10753455,1.946291413,-1.991474656,2.159633387,-1.813072909,5.310191176,0.467402413,1.943742041,2.811180917,205.6381692,7.397341225,6.170828235,6.170828235,4.842535255,3.611617239,3.611617239,2.378712332,2.378712332,1.510954234,1.510954234,0.991570479,0.991570479,-0.98,213.8116245,7.130864745,3.25450845,1.50074922,61.32046321,5.106527395,5.749511833,0,0,0,0,0,0,0,0,31.54366003,18.05064018,0,0,5.106527395,0,0,0,0,19.76538045,0,29.82891977,5.749511833,0,0,5.749511833,0,5.106527395,6.420821623,0,18.90801031,24.26546827,0,0,20.23,0,5.106527395,0,5.749511833,18.40509474,0,6.066367068,18.19910121,6.9237372,0,0,0,0,9.24162037,1.046296296,0.420694444,7.475231481,2.04587963,2.103611111,0,0.333333333,10,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,2.3447,42.1018
4-Hydroxyheptanoic acid lactone,105-21-5,CCCC1CCC(=O)O1,External_Validation,10.50606859,10.50606859,0.019953704,-0.019953704,0.526528027,26.33333333,128.171,116.075,128.0837296,52,0.305697984,-0.462345314,0.462345314,0.305697984,1.777777778,2.555555556,3,16.54838466,10.1411447,2.209780124,-2.04135001,2.168420299,-2.045294138,5.708805081,-0.141085276,2.165879683,2.21850643,109.4837784,6.690234444,5.722273975,5.722273975,4.325698503,3.521107304,3.521107304,2.439218335,2.439218335,1.57919992,1.57919992,1.107820818,1.107820818,-0.53,147.2798185,6.588063754,2.852566646,1.698902356,55.19813989,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,13.34455882,12.84164325,6.420821623,0,9.531400138,5.969305288,0,0,0,38.71099008,0,0,0,0,0,0,0,12.07327168,9.531400138,0,32.60702369,0,0,0,26.3,0,4.794537184,12.07327168,6.420821623,19.26246487,0,0,0,6.9237372,4.736862954,4.962777778,0,10.50606859,0,0,-0.019953704,0,3.947777778,2.103329554,0,0.857142857,9,0,2,0,1,1,0,0,0,2,0,2,2,0,1,1,1,1.4921,34.022
δ-Octalactone,698-76-0,CCCC1CCCC(=O)O1,External_Validation,10.72606859,10.72606859,0.009537037,-0.009537037,0.550128934,26.1,142.198,128.086,142.0993797,58,0.305556433,-0.462363723,0.462363723,0.305556433,1.7,2.5,3.1,16.54407968,10.05252695,2.180450816,-2.207157332,2.168525864,-2.224087571,5.696419637,-0.153477746,1.88146485,2.249828316,118.4259988,7.397341225,6.429380756,6.429380756,4.825698503,4.021107304,4.021107304,2.792771726,2.792771726,1.815763194,1.815763194,1.303052591,1.303052591,-0.53,199.4352741,7.575596621,3.592508283,2.010926773,61.563082,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,13.34455882,19.26246487,6.420821623,0,9.531400138,5.969305288,0,0,0,45.1318117,0,0,0,0,0,0,0,12.07327168,9.531400138,0,39.02784531,0,0,0,26.3,0,4.794537184,12.07327168,6.420821623,25.68328649,0,0,0,6.9237372,4.736862954,5.087777778,0,10.72606859,0,0,-0.009537037,0,5.082157029,2.113533636,0,0.875,10,0,2,0,1,1,0,0,0,2,0,2,2,0,1,1,1,1.8822,38.639
Butyl cyanide,110-59-8,CCCCC#N,External_Validation,7.947361111,7.947361111,0.71875,0.71875,0.465965109,7.333333333,83.134,74.062,83.07349929,34,0.062124328,-0.198347393,0.198347393,0.062124328,1.666666667,2.333333333,2.5,14.21894117,10.27183048,1.737934108,-1.7688119,1.881503128,-1.62394724,4.661614208,0.821687325,1.614330835,2.543857644,51.44900955,4.828427125,4.068533939,4.068533939,2.914213562,2.28426697,2.28426697,1.261667274,1.261667274,0.642133485,0.642133485,0.255833637,0.255833637,-0.51,20.98630086,5.49,4.49,3.49,38.59159917,0,0,0,0,0,0,0,0,5.261891555,0,13.34455882,6.420821623,6.420821623,6.069221313,0,0,5.261891555,0,0,26.18620207,0,0,6.069221313,0,0,0,0,0,0,11.33111287,26.18620207,0,0,0,23.79,0,0,0,0,19.26246487,0,0,0,12.99295851,5.261891555,0,0,0,7.947361111,0,0,2.068611111,2.903333333,2.080694444,0,0.8,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.70018,25.138
4-Ethyloctanoic acid,16493-80-4,CCCCC(CC)CCC(=O)O,External_Validation,10.29347939,10.29347939,0.335536659,-0.662084751,0.640436571,12.83333333,172.268,152.108,172.1463299,72,0.302850251,-0.481230262,0.481230262,0.302850251,1.333333333,2,2.416666667,16.36513297,9.943627912,2.070256972,-2.114839499,2.174158868,-2.029774447,5.660794811,-0.136889254,2.045331559,3.453466338,121.0069869,9.397341225,8.175452842,8.175452842,5.701907263,4.920242767,4.920242767,3.348915897,3.348915897,2.309727425,2.309727425,1.37298457,1.37298457,-0.53,382.4770015,11.47,7.137067495,6.197598478,74.97948591,5.106527395,0,0,0,0,5.969305288,4.794537184,0,0,0,39.53076089,12.33872767,6.420821623,0,9.901064579,5.969305288,0,0,5.917906046,52.37240414,0,0,0,0,0,0,0,11.07583268,4.794537184,5.917906046,52.37240414,0,0,0,37.3,5.969305288,4.794537184,0,12.33872767,12.84164325,19.26246487,0,0,13.8474744,5.106527395,0,0,10.29347939,8.483303493,0,-0.036112528,0,5.947729592,4.311600057,0,0.9,12,1,2,0,0,0,0,0,0,1,1,2,7,0,0,0,0,3.0676,50.1758
2-Octyl acetate,103-09-3,CCCCC(CC)COC(=O)C,External_Validation,10.51570161,10.51570161,0.162084751,-0.162084751,0.575755159,12.58333333,172.268,152.108,172.1463299,72,0.302133028,-0.465582393,0.465582393,0.302133028,1.416666667,2.083333333,2.5,16.53207694,10.00583873,2.062504734,-2.127270436,2.120331656,-2.109103327,5.653570213,-0.141948341,2.045331559,3.453466338,121.0069869,9.397341225,8.429380756,8.429380756,5.701907263,4.835881859,4.835881859,3.219088077,3.219088077,2.065574822,2.065574822,1.133313043,1.133313043,-0.53,382.4770015,11.47,7.137067495,6.197598478,75.29879739,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,33.10993927,12.33872767,6.9237372,6.606881965,9.531400138,5.969305288,0,0,5.917906046,46.45449809,6.606881965,0,0,0,0,0,0,12.57618725,9.531400138,5.917906046,46.45449809,0,0,0,26.3,0,4.794537184,5.969305288,12.52478801,6.420821623,26.18620207,0,0,13.8474744,4.736862954,4.953019652,0,10.51570161,0,0,0.401665249,0,4.739982993,6.389630496,0,0.9,12,0,2,0,0,0,0,0,0,2,0,2,6,0,0,0,0,2.7659,49.939
2-Ethylhexyl 2-methyl-2-propenoate,688-84-6,CCCCC(CC)COC(=O)C(=C)C,External_Validation,11.11523865,11.11523865,0.263936602,-0.263936602,0.463104393,12.21428571,198.306,176.13,198.1619799,82,0.332612976,-0.462059072,0.462059072,0.332612976,1.428571429,2.071428571,2.5,16.53336844,10.00516767,2.092884078,-2.138068892,2.12803503,-2.135562037,5.863975099,-0.139925671,2.172602816,3.714658842,184.7607507,10.97469149,9.636487537,9.636487537,6.612590865,5.439435249,5.439435249,3.795294018,3.795294018,2.34186775,2.34186775,1.214846196,1.214846196,-0.79,992.879487,13.21,7.598690107,5.78720599,87.33907858,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,39.68887495,19.26246487,5.57310453,6.606881965,9.531400138,5.969305288,0,0,5.917906046,46.45449809,6.606881965,12.15204021,0,0,0,0,0,12.57618725,9.531400138,5.917906046,46.45449809,12.15204021,0,0,26.3,0,4.794537184,5.969305288,18.09789254,12.84164325,12.84164325,6.9237372,0,20.42641008,4.736862954,5.115056689,0,11.11523865,0,0.481800543,0.248331916,0,4.632938555,10.07330032,0,0.75,14,0,2,0,0,0,0,0,0,2,0,2,7,0,0,0,0,3.3221,59.079
3-Heptanol,589-82-2,CCCCC(CC)O,External_Validation,8.989027778,8.989027778,0.046342593,-0.046342593,0.594853428,13.875,116.204,100.076,116.1201151,50,0.053721855,-0.393142213,0.393142213,0.053721855,1.375,2,2.375,16.26560958,10.12418312,1.959652564,-2.031960599,2.015122356,-2.020709938,4.494853787,0.157096777,1.826633299,2.862065598,43.65148445,6.405777394,5.852990989,5.852990989,3.808060412,3.488909033,3.488909033,2.204300322,2.204300322,1.362150446,1.362150446,0.643872951,0.643872951,-0.04,56.62563226,7.96,5.103678161,4.127785235,51.72313747,5.106527395,0,0,0,0,0,0,0,0,0,26.68911765,12.84164325,0,6.103966388,5.106527395,0,0,0,0,45.63472728,0,0,0,0,0,0,0,11.21049378,0,0,39.53076089,0,0,0,20.23,0,0,6.103966388,0,19.26246487,6.420821623,0,6.9237372,6.9237372,5.106527395,0,0,0,8.989027778,0,0,0,4.188842593,4.155462963,0,1,8,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1.9475,35.8228
Pentanal,110-62-3,CCCCC=O,External_Validation,9.56375,9.56375,0.732638889,0.732638889,0.374278867,8.166666667,86.134,76.054,86.07316494,36,0.119490021,-0.30340291,0.30340291,0.119490021,1.666666667,2.333333333,2.5,16.12871809,10.27200901,1.744844955,-1.785134081,1.865309609,-1.697953073,5.483940234,-0.107451023,1.614330835,2.488403772,32.91968454,4.828427125,4.106918903,4.106918903,2.914213562,2.351057332,2.351057332,1.308895192,1.308895192,0.675528666,0.675528666,0.287457479,0.287457479,-0.33,20.98630086,5.67,4.67,3.67,38.36054159,4.794537184,6.286160523,0,0,0,0,0,0,0,0,13.34455882,6.420821623,6.420821623,0,4.794537184,6.286160523,0,0,0,26.18620207,0,0,0,0,0,0,0,6.286160523,4.794537184,0,26.18620207,0,0,0,17.07,0,4.794537184,0,0,25.54862539,0,0,0,6.9237372,0,0,0,9.56375,0,0,0,0,3.863333333,2.072916667,0,0.8,6,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1.3755,25.589
Pentyl cyanide,628-73-9,CCCCCC#N,External_Validation,8.042882653,8.042882653,0.73,0.73,0.494506228,8,97.161,86.073,97.08914935,40,0.062124508,-0.198347392,0.198347392,0.062124508,1.428571429,2.142857143,2.571428571,14.2197739,10.20485604,1.791852376,-1.841926486,1.950670924,-1.680782889,4.666953841,0.733751415,1.690933806,2.599038279,61.07049634,5.535533906,4.77564072,4.77564072,3.414213562,2.78426697,2.78426697,1.615220664,1.615220664,0.892133485,0.892133485,0.454056942,0.454056942,-0.51,35.50960993,6.49,5.49,5.49,44.95654128,0,0,0,0,0,0,0,0,5.261891555,0,19.76538045,6.420821623,6.420821623,6.069221313,0,0,5.261891555,0,0,32.60702369,0,0,6.069221313,0,0,0,0,0,0,11.33111287,32.60702369,0,0,0,23.79,0,0,0,0,12.84164325,12.84164325,0,0,12.99295851,5.261891555,0,0,0,8.042882653,0,0,2.1025,4.218333333,2.136284014,0,0.833333333,7,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2.09028,29.755
2-Heptanol,543-49-7,CCCCCC(C)O,External_Validation,8.778993764,8.778993764,0.095787037,-0.095787037,0.556461802,13.875,116.204,100.076,116.1201151,50,0.051166682,-0.393419269,0.393419269,0.051166682,1.375,2,2.375,16.26466373,10.13937955,1.915823688,-1.996282021,2.007669885,-1.971123961,4.453979114,0.180340129,1.664672795,2.715842761,41.65148445,6.405777394,5.852990989,5.852990989,3.77005561,3.450904231,3.450904231,2.344803282,2.344803282,1.225452115,1.225452115,0.689748805,0.689748805,-0.04,48.27551104,7.96,5.103678161,5.96,51.72313747,5.106527395,0,0,0,0,0,0,0,0,0,26.18620207,13.34455882,0,6.103966388,5.106527395,0,0,0,0,45.63472728,0,0,0,0,0,0,0,11.21049378,0,0,39.53076089,0,0,0,20.23,0,0,6.103966388,0,6.420821623,19.26246487,0,6.9237372,6.9237372,5.106527395,0,0,0,8.778993764,0,0,0,4.542731481,4.011608088,0,1,8,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1.9475,35.8228
6-Undecanol,23708-56-7,CCCCCC(CCCCC)O,External_Validation,9.502431973,9.502431973,0.024907407,-0.024907407,0.55545384,11,172.312,148.12,172.1827154,74,0.053984772,-0.393131382,0.393131382,0.053984772,0.833333333,1.25,1.583333333,16.26569117,10.04912232,2.014618075,-2.083217897,2.09567057,-2.050946426,4.553181145,0.147347326,2.055202166,3.0417576,71.07329781,9.234204519,8.681418114,8.681418114,5.808060412,5.488909033,5.488909033,3.645387338,3.645387338,2.281802252,2.281802252,1.404262022,1.404262022,-0.04,427.4820504,11.96,9.051240876,8.060401606,77.18290592,5.106527395,0,0,0,0,0,0,0,0,0,52.37240414,12.84164325,0,6.103966388,5.106527395,0,0,0,0,71.31801377,0,0,0,0,0,0,0,11.21049378,0,0,65.21404738,0,0,0,20.23,0,5.106527395,6.103966388,0,12.84164325,38.52492974,0,0,13.8474744,0,0,0,0,9.502431973,0,0,0,9.435139676,4.395761684,0,1,12,1,1,0,0,0,0,0,0,1,1,1,8,0,0,0,0,3.5079,54.2908
"Ethyl (E,Z)-2,4-decadienoate",3025-30-7,CCCCCC=CC=CC(=O)OCC,External_Validation,10.83532261,10.83532261,0.272492415,-0.272492415,0.270275395,11.28571429,196.29,176.13,196.1463299,80,0.330228861,-0.46282511,0.46282511,0.330228861,1.214285714,2,2.642857143,16.5313468,10.17585605,1.89251272,-1.924366303,1.988765915,-1.977195036,5.816751401,-0.136719873,2.168783702,3.446093239,192.4984101,10.64841808,9.161431564,9.161431564,6.808060412,5.308060412,5.308060412,3.035099318,3.035099318,1.740442351,1.740442351,1.011475559,1.011475559,-1.05,1175.480766,12.95,10.03368201,9.041324201,86.64947555,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,37.99344077,19.76538045,6.076020107,6.606881965,9.531400138,5.969305288,0,0,0,39.53076089,6.606881965,24.30408043,0,0,0,0,0,12.57618725,9.531400138,0,39.53076089,24.30408043,0,0,26.3,0,4.794537184,5.969305288,6.606881965,6.420821623,25.33848498,12.99975731,6.076020107,12.99975731,4.736862954,4.727348823,0,10.83532261,0,0,-0.272492415,0,11.95973529,4.416752351,0,0.583333333,14,0,2,0,0,0,0,0,0,2,0,2,7,0,0,0,0,3.2422,59.055
6-Pentyl-2-pyrone,27593-23-3,CCCCCC1=CC=CC(=O)O1,External_Validation,10.75629968,10.75629968,0.246297714,-0.246297714,0.642641489,10.08333333,166.22,152.108,166.0993797,66,0.33532575,-0.427915682,0.427915682,0.33532575,1.333333333,2.166666667,2.833333333,16.39418007,10.15198157,1.942160289,-1.963914047,2.028645331,-1.973511046,4.984522885,0.450474324,2.050037828,2.465584304,275.1671103,8.811554788,7.376974513,7.376974513,5.825698503,4.417049543,4.417049543,2.870300713,2.870300713,1.772841671,1.772841671,1.114848043,1.114848043,-1.05,571.9605541,9.041324201,4.752581953,2.906758007,72.22245262,4.417150937,5.760247419,0,0,0,5.625586319,0,4.794537184,0,0,25.83174751,12.48718869,12.48718869,0,4.417150937,0,0,0,0,32.60702369,0,34.37947213,0,5.625586319,0,0,0,0,6.420821623,0,31.94644949,27.41078933,0,0,30.21,0,4.794537184,5.625586319,0,18.60189066,18.90801031,6.066367068,6.066367068,6.9237372,4.417150937,4.968251134,0,10.75629968,0,-0.246297714,0.801805556,5.035211404,4.364130763,2.153932508,0,0.5,12,0,2,0,0,0,0,1,1,2,0,2,4,0,0,0,1,2.3725,48.207
4-Hydroxynonanoic acid lactone,104-61-0,CCCCCC1CCC(=O)O1,External_Validation,10.66393857,10.66393857,0.007871788,-0.007871788,0.460761872,23.72727273,156.225,140.097,156.1150298,64,0.305697986,-0.462345126,0.462345126,0.305697986,1.545454545,2.363636364,2.909090909,16.54839268,10.0910043,2.214808813,-2.06441479,2.184989975,-2.053707841,5.708836271,-0.141122867,2.366487551,2.03593062,131.5244228,8.104448007,7.136487537,7.136487537,5.325698503,4.521107304,4.521107304,3.146325116,3.146325116,2.098202322,2.098202322,1.40785401,1.40785401,-0.53,423.6012717,8.565510984,4.369018591,2.912433321,67.92802412,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,19.76538045,19.26246487,6.420821623,0,9.531400138,5.969305288,0,0,0,51.55263332,0,0,0,0,0,0,0,12.07327168,9.531400138,0,45.44866694,0,0,0,26.3,0,4.794537184,12.07327168,6.420821623,12.84164325,19.26246487,0,0,6.9237372,4.736862954,5.068945578,0,10.66393857,0,0,-0.007871788,0,6.593779289,2.181208349,0,0.888888889,11,0,2,0,1,1,0,0,0,2,0,2,4,0,1,1,1,2.2723,43.256
2-Octanol,123-96-6,CCCCCCC(C)O,External_Validation,8.851697846,8.851697846,0.09550359,-0.09550359,0.566224735,13.66666667,130.231,112.087,130.1357652,56,0.051166683,-0.393419269,0.393419269,0.051166683,1.222222222,1.888888889,2.333333333,16.26466478,10.11393815,1.927161349,-2.008049197,2.036508492,-1.973515423,4.467355978,0.180098573,1.800576896,2.746690907,50.52932501,7.112884175,6.560097771,6.560097771,4.27005561,3.950904231,3.950904231,2.698356672,2.698356672,1.475452115,1.475452115,0.866525501,0.866525501,-0.04,84.62711413,8.96,6.085628141,7.96,58.08807958,5.106527395,0,0,0,0,0,0,0,0,0,32.60702369,13.34455882,0,6.103966388,5.106527395,0,0,0,0,52.0555489,0,0,0,0,0,0,0,11.21049378,0,0,45.95158251,0,0,0,20.23,0,0,6.103966388,0,6.420821623,25.68328649,0,6.9237372,6.9237372,5.106527395,0,0,0,8.851697846,0,0,0,5.931714853,4.049920635,0,1,9,1,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,2.3376,40.4398
