Compound_name,CAS_number,Canonical_SMILES,n_original_records,ODT_min_mg_L,ODT_max_mg_L,log10_ODT_SD,ODT_geometric_mean_mg_L,Final_pT,Structure_type,Chemical_class
"1,2-Epoxypropane",75-56-9,CC1CO1,1,0.43,0.43,NA,0.43,3.36653154442041,Cyclic,Others
Dill ether,74410-10-9,CC1COC2C1CCC(=C2)C,1,0.03,0.03,NA,0.03,4.52287874528034,Cyclic,Polycyclic
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",1222-05-5,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,2,0.0041,0.005,0.0609428094238187,0.00453,5.34390179798717,Cyclic,Polycyclic
"Dihydro-2,4,6-trimethyl-1,3,5(4H)-dithiazine",638-17-5,CC1NC(SC(S1)C)C,1,0.001,0.001,NA,0.001,6,Cyclic,Others
"α,α'-Diethyl-4,4'-stilbenediol",56-53-1,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1,2.3,2.3,NA,2.3,2.63827216398241,Cyclic,Polycyclic
Butanone,78-93-3,CCC(=O)C,6,7,55,0.310580168414884,35.92,1.44466367200473,Aliphatic,Ketone
"2,2-Dimethyl-3-pentanone",564-04-5,CCC(=O)C(C)(C)C,1,0.0325,0.0325,NA,0.0325,4.48811663902113,Aliphatic,Ketone
2-Mercapto-3-pentanone,17042-24-9,CCC(=O)C(C)S,1,0.0007,0.0007,NA,0.0007,6.15490195998574,Aliphatic,Ketone
Methylionone,1335-46-2,CCC(=O)C=CC1C(=CCCC1(C)C)C,1,0.002,0.002,NA,0.002,5.69897000433602,Cyclic,Ketone
2-Propionyl-1-pyrroline,133447-37-7,CCC(=O)C1=NCCC1,1,0.0001,0.0001,NA,0.0001,7,Cyclic,Others
5-Methyl-3-hexanone,623-56-3,CCC(=O)CC(C)C,1,0.0517,0.0517,NA,0.0517,4.28650945690606,Aliphatic,Ketone
Propanoic acid,79-09-4,CCC(=O)O,13,0.1,200,1.05902735132503,11.02,1.95781840548423,Aliphatic,Acid
Methyl propanoate,554-12-1,CCC(=O)OC,1,3.7,3.7,NA,3.7,2.431798275933,Aliphatic,Ester
tert-Butyl propanoate,20487-40-5,CCC(=O)OC(C)(C)C,1,0.0258,0.0258,NA,0.0258,4.58838029403677,Aliphatic,Ester
Ethenyl propanoate,105-38-4,CCC(=O)OC=C,1,0.04,0.04,NA,0.04,4.39794000867204,Aliphatic,Ester
Ethyl propanoate,105-37-3,CCC(=O)OCC,1,1.9,1.9,NA,1.9,2.72124639904717,Aliphatic,Ester
"3,7-Dimethyl-(E)-2,6-octadien-1-yl propanoate",105-90-8,CCC(=O)OCC=C(C)CCC=C(C)C,1,0.045,0.045,NA,0.045,4.34678748622466,Aliphatic,Ester
Isopentyl propanoate,105-68-0,CCC(=O)OCCC(C)C,1,0.0258,0.0258,NA,0.0258,4.58838029403677,Aliphatic,Ester
3-Mercapto-2-pentanone,67633-97-0,CCC(C(=O)C)S,1,0.0007,0.0007,NA,0.0007,6.15490195998574,Aliphatic,Ketone
Ethyl 2-hydroxybutanoate,52089-54-0,CCC(C(=O)OCC)O,1,0.8,0.8,NA,0.8,3.09691001300806,Aliphatic,Ester
2-Methyl-3-pentanol,565-67-3,CCC(C(C)C)O,1,0.625,0.625,NA,0.625,3.20411998265592,Aliphatic,Alcohol
3-Mercapto-2-methylpentanal,227456-28-2,CCC(C(C)C=O)S,1,0.00095,0.00095,NA,0.00095,6.02227639471115,Aliphatic,Aldehyde
3-(Acetylthio)-2-methylpentanal,,CCC(C(C)C=O)SC(=O)C,1,0.005,0.005,NA,0.005,5.30102999566398,Aliphatic,Aldehyde
3-Mercapto-2-methyl-1-pentanol,227456-27-1,CCC(C(C)CO)S,4,0.00015,0.00063,0.298464017903877,0.00023,6.63827216398241,Aliphatic,Sulfur-containing
"2,3-Dimethyl-3-pentanol",595-41-5,CCC(C)(C(C)C)O,1,0.63,0.63,NA,0.63,3.20065945054642,Aliphatic,Alcohol
"Ethyl 2,2-dimethylbutanoate",5129-40-8,CCC(C)(C)C(=O)OCC,1,0.0001,0.0001,NA,0.0001,7,Aliphatic,Ester
"2,2-Dimethylbutanal",2094-75-9,CCC(C)(C)C=O,1,0.32,0.32,NA,0.32,3.49485002168009,Aliphatic,Aldehyde
4-tert-Pentylphenol,80-46-6,CCC(C)(C)C1=CC=C(C=C1)O,1,0.8,0.8,NA,0.8,3.09691001300806,Cyclic,BenzeneDerivatives
"3,3-Dimethylpentanal",118993-47-8,CCC(C)(C)CC=O,1,0.062,0.062,NA,0.062,4.20760831050175,Aliphatic,Aldehyde
"2,2-Dimethyl-1-butanol",1185-33-7,CCC(C)(C)CO,1,6.25,6.25,NA,6.25,2.20411998265592,Aliphatic,Alcohol
2-Methyl-2-butanol,75-85-4,CCC(C)(C)O,1,26.5,26.5,NA,26.5,1.57675412606319,Aliphatic,Alcohol
2-Methoxy-2-methylbutane,994-05-8,CCC(C)(C)OC,1,0.19,0.19,NA,0.19,3.72124639904717,Aliphatic,Others
"1,1-Dimethylpropyl acetate",625-16-1,CCC(C)(C)OC(=O)C,1,0.03,0.03,NA,0.03,4.52287874528034,Aliphatic,Ester
2-Methyl-2-butanethiol,1679-09-0,CCC(C)(C)S,1,2e-6,2e-6,NA,2e-6,8.69897000433602,Aliphatic,Sulfur-containing
"3,5-Dimethyl-3-hexanol",4209-91-0,CCC(C)(CC(C)C)O,1,0.505,0.505,NA,0.505,3.29670862188134,Aliphatic,Alcohol
3-Methyl-3-pentanol,77-74-7,CCC(C)(CC)O,1,3.3,3.3,NA,3.3,2.48148606012211,Aliphatic,Alcohol
3-Methyl-1-phenyl-3-pentanol,10415-87-9,CCC(C)(CCC1=CC=CC=C1)O,1,6.4,6.4,NA,6.4,2.19382002601611,Cyclic,BenzeneDerivatives
5-Methyl-(E)-2-hepten-4-one,102322-83-8,CCC(C)C(=O)C=CC,1,5e-5,5e-5,NA,5e-5,7.30102999566398,Aliphatic,Ketone
2-Methylbutanoic acid,116-53-0,CCC(C)C(=O)O,9,0.1,40,1.01405013741286,3.43,2.46470587995723,Aliphatic,Acid
Methyl (S)-(+)-2-methylbutanoate,10307-60-5,CCC(C)C(=O)OC,1,0.0003,0.0003,NA,0.0003,6.52287874528034,Aliphatic,Ester
Ethyl 2-methylbutanoate,7452-79-1,CCC(C)C(=O)OCC,1,0.0003,0.0003,NA,0.0003,6.52287874528034,Aliphatic,Ester
"2,4-Dimethyl-3-hexanol",13432-25-2,CCC(C)C(C(C)C)O,1,0.335,0.335,NA,0.335,3.47495519296315,Aliphatic,Alcohol
"2,3-Dimethyl-2-pentanol",4911-70-0,CCC(C)C(C)(C)O,1,2.9,2.9,NA,2.9,2.53760200210104,Aliphatic,Alcohol
"Ethyl 2,3-dimethylpentanoate",,CCC(C)C(C)C(=O)OCC,1,2e-6,2e-6,NA,2e-6,8.69897000433602,Aliphatic,Ester
"3,4-Dimethyl-2-hexanol",31350-88-6,CCC(C)C(C)C(C)O,1,2.525,2.525,NA,2.525,2.59773861754532,Aliphatic,Alcohol
"2,3-Dimethyl-1-pentanol",10143-23-4,CCC(C)C(C)CO,1,1.215,1.215,NA,1.215,2.91542372206567,Aliphatic,Ketone
3-Methyl-2-pentanol,565-60-6,CCC(C)C(C)O,1,2.515,2.515,NA,2.515,2.59946201060805,Aliphatic,Alcohol
2-Ethyl-3-methylpentanoic acid,22414-77-3,CCC(C)C(CC)C(=O)O,1,27.55,27.55,NA,27.55,1.5598783968122,Aliphatic,Acid
2-Ethyl-3-methylpentanal,42347-74-0,CCC(C)C(CC)C=O,1,0.03,0.03,NA,0.03,4.52287874528034,Aliphatic,Aldehyde
4-Methyl-3-hexanol,615-29-2,CCC(C)C(CC)O,1,0.3,0.3,NA,0.3,3.52287874528034,Aliphatic,Alcohol
"5-sec-Butyl-2,3-dimethylpyrazine",32263-00-6,CCC(C)C1=CN=C(C(=N1)C)C,1,0.68,0.68,NA,0.68,3.16749108729376,Cyclic,Pyrazine
5-sec-Butyl-3-methyl-2-phenoxypyrazine,99784-19-7,CCC(C)C1=CN=C(C(=N1)C)OC2=CC=CC=C2,1,0.072,0.072,NA,0.072,4.14266750356873,Cyclic,Polycyclic
5-sec-Butyl-2-ethoxy-3-methylpyrazine,99784-15-3,CCC(C)C1=CN=C(C(=N1)C)OCC,1,0.012,0.012,NA,0.012,4.92081875395237,Cyclic,Pyrazine
5-sec-Butyl-3-methyl-2-(methylthio)pyrazine,99784-23-3,CCC(C)C1=CN=C(C(=N1)C)SC,1,0.019,0.019,NA,0.019,4.72124639904717,Cyclic,Pyrazine
3-sec-Butyl-2-methoxy-5-methylpyrazine,94344-70-4,CCC(C)C1=NC(=CN=C1OC)C,1,0.002,0.002,NA,0.002,5.69897000433602,Cyclic,Pyrazine
2-sec-Butyl-3-methoxypyrazine,24168-70-5,CCC(C)C1=NC=CN=C1OC,9,1e-6,5e-5,0.699899403396614,9.83888697001574e-6,8.00705402861346,Cyclic,Pyrazine
5-Methyl-3-heptanone,541-85-5,CCC(C)CC(=O)CC,2,0.041,0.082,0.212860351274558,0.058,4.23657200643706,Aliphatic,Ketone
Ethyl 3-methylpentanoate,5870-68-8,CCC(C)CC(=O)OCC,1,8e-6,8e-6,NA,8e-6,8.09691001300806,Aliphatic,Ester
2-Methoxy-3-methyl-5-(2-methylbutyl)pyrazine,78246-21-6,CCC(C)CC1=CN=C(C(=N1)C)OC,1,1e-5,1e-5,NA,1e-5,8,Cyclic,Pyrazine
3-Methyl-5-(2-methylbutyl)-2-phenoxypyrazine,99784-20-0,CCC(C)CC1=CN=C(C(=N1)C)OC2=CC=CC=C2,1,0.056,0.056,NA,0.056,4.2518119729938,Cyclic,Polycyclic
2-Ethoxy-3-methyl-5-(2-methylbutyl)pyrazine,99784-16-4,CCC(C)CC1=CN=C(C(=N1)C)OCC,1,0.0065,0.0065,NA,0.0065,5.18708664335714,Cyclic,Pyrazine
3-Methyl-5-(2-methylbutyl)-2-(phenylthio)pyrazine,99784-32-4,CCC(C)CC1=CN=C(C(=N1)C)SC2=CC=CC=C2,1,0.056,0.056,NA,0.056,4.2518119729938,Cyclic,Polycyclic
2-(Ethylthio)-3-methyl-5-(2-methylbutyl)pyrazine,99784-28-8,CCC(C)CC1=CN=C(C(=N1)C)SCC,1,0.0025,0.0025,NA,0.0025,5.60205999132796,Cyclic,Pyrazine
2-Methylbutylamine,96-15-1,CCC(C)CN,1,10,10,NA,10,2,Aliphatic,Nitrogen-containing
2-Methylbutyl alcohol,34713-94-5,CCC(C)CO,2,0.3,0.32,0.0198193005257357,0.31,3.50863830616573,Aliphatic,Alcohol
2-Methylbutyl acetate,624-41-9,CCC(C)COC(=O)C,9,0.005,0.011,0.0995844159244185,0.008,5.09691001300806,Aliphatic,Ester
2-Methylbutyl 2-methylpropanoate,2445-69-4,CCC(C)COC(=O)C(C)C,1,0.01,0.01,NA,0.01,5,Aliphatic,Ester
2-Methylbutyl 2-methylbutyrate,2445-78-5,CCC(C)COC(=O)C(C)CC,1,0.0047,0.0047,NA,0.0047,5.32790214206428,Aliphatic,Ester
2-Methylbutyl propionate,2438-20-2,CCC(C)COC(=O)CC,3,0.013,0.028,0.192381584639013,0.022,4.65757731917779,Aliphatic,Ester
sec-Butyl isothiocyanate,4426-79-3,CCC(C)N=C=S,1,0.00354,0.00354,NA,0.00354,5.45099673797421,Aliphatic,Others
2-Butanol,78-92-2,CCC(C)O,4,3.3,50,0.536208025296052,18.03,1.7440042732776,Aliphatic,Alcohol
2-Butyl acetate,105-46-4,CCC(C)OC(=O)C,1,0.006,0.006,NA,0.006,5.22184874961636,Aliphatic,Ester
1-Penten-3-ol,616-25-1,CCC(C=C)O,1,0.4,0.4,NA,0.4,3.39794000867204,Aliphatic,Alcohol
5-Methyl-3-hexanol,623-55-2,CCC(CC(C)C)O,1,0.62,0.62,NA,0.62,3.20760831050175,Aliphatic,Alcohol
4-Ethyl-3-hexanone,6137-12-8,CCC(CC)C(=O)CC,1,0.0246,0.0246,NA,0.0246,4.60906489289662,Aliphatic,Ketone
2-Ethylbutanoic acid,88-09-5,CCC(CC)C(=O)O,2,10,365,1.10470787865653,60.42,1.21881927906274,Aliphatic,Acid
Ethyl 2-ethylbutanoate,2983-38-2,CCC(CC)C(=O)OCC,1,7e-6,7e-6,NA,7e-6,8.15490195998574,Aliphatic,Ester
3-Ethyl-2-pentanol,609-27-8,CCC(CC)C(C)O,1,0.645,0.645,NA,0.645,3.19044028536473,Aliphatic,Alcohol
2-Ethylbutanal,97-96-1,CCC(CC)C=O,1,0.061,0.061,NA,0.061,4.21467016498923,Aliphatic,Aldehyde
3-Pentanol,584-02-1,CCC(CC)O,4,4.125,6.95,0.113280425852085,4.7,2.32790214206428,Aliphatic,Alcohol
3-Pentyl acetate,620-11-1,CCC(CC)OC(=O)C,1,0.009,0.009,NA,0.009,5.04575749056067,Aliphatic,Ester
6-Methyl-3-heptanol,18720-66-6,CCC(CCC(C)C)O,1,0.335,0.335,NA,0.335,3.47495519296315,Aliphatic,Alcohol
"1,2-Butanediol",584-03-2,CCC(CO)O,1,85,85,NA,85,1.07058107428571,Aliphatic,Alcohol
Ethyl (E)-2-methyl-2-pentenoate,1617-40-9,CCC=C(C)C(=O)OCC,1,0.0115,0.0115,NA,0.0115,4.93930215964639,Aliphatic,Ester
2-Methyl-2-pentenal,623-36-9,CCC=C(C)C=O,1,0.29,0.29,NA,0.29,3.53760200210104,Aliphatic,Aldehyde
"(E,E,Z)-2,4,6-Nonatrienal",100113-52-8,CCC=CC=CC=CC=O,1,2.6e-5,2.6e-5,NA,2.6e-5,7.58502665202918,Aliphatic,Aldehyde
"(Z)-1,5-Octadien-3-ol",50306-18-8,CCC=CCC(C=C)O,1,0.01,0.01,NA,0.01,5,Aliphatic,Alcohol
"2,4,7-Decatrienal",51325-37-2,CCC=CCC=CC=CC=O,1,5.5e-5,5.5e-5,NA,5.5e-5,7.25963731050576,Aliphatic,Aldehyde
"(Z,Z)-3,6-Nonadienal",21944-83-2,CCC=CCC=CCC=O,1,5e-5,5e-5,NA,5e-5,7.30102999566398,Aliphatic,Aldehyde
"(E,Z)-3,6-Nonadien-1-ol",56805-23-3,CCC=CCC=CCCO,1,0.003,0.003,NA,0.003,5.52287874528034,Aliphatic,Alcohol
"(E,Z)-3,6-Nonadienyl acetate",76649-26-8,CCC=CCC=CCCOC(=O)C,1,0.013,0.013,NA,0.013,4.88605664769316,Aliphatic,Ester
(E)-3-Hexenal,69112-21-6,CCC=CCC=O,1,0.16,0.16,NA,0.16,3.79588001734407,Aliphatic,Aldehyde
(Z)-Dec-7-en-5-olide,25524-95-2,CCC=CCC1CCCC(=O)O1,1,2,2,NA,2,2.69897000433602,Cyclic,Others
(Z)-5-Octen-2-one,22610-86-2,CCC=CCCC(=O)C,1,0.03,0.03,NA,0.03,4.52287874528034,Aliphatic,Ketone
"2,6-Nonadienal",17587-33-6,CCC=CCCC=CC=O,1,0.0005,0.0005,NA,0.0005,6.30102999566398,Aliphatic,Aldehyde
"(E,Z)-2,6-Nonadien-1-ol",28069-72-9,CCC=CCCC=CCO,4,0.0002,0.001,0.403550520158874,0.0045,5.34678748622466,Aliphatic,Alcohol
4-Heptenal,62238-34-0,CCC=CCCC=O,1,0.0023,0.0023,NA,0.0023,5.63827216398241,Aliphatic,Aldehyde
(Z)-6-Nonenal,2277-19-2,CCC=CCCCCC=O,1,5e-6,5e-6,NA,5e-6,8.30102999566398,Aliphatic,Aldehyde
(Z)-5-Octen-1-ol,64275-73-6,CCC=CCCCCO,1,0.006,0.006,NA,0.006,5.22184874961636,Aliphatic,Alcohol
3-Hexen-1-ol,544-12-7,CCC=CCCO,6,0.07,1.63,0.548438389247557,0.87,3.06048074738138,Aliphatic,Alcohol
2-Penten-1-ol,20273-24-9,CCC=CCO,1,1.1,1.1,NA,1.1,2.95860731484177,Aliphatic,Alcohol
"5-Ethyl-2,4-dimethylthiazole",38205-61-7,CCC1=C(N=C(S1)C)C,1,9e-5,9e-5,NA,9e-5,7.04575749056067,Cyclic,Thiazole
"4,5-Diethylthiazole",,CCC1=C(SC=N1)CC,1,0.0051,0.0051,NA,0.0051,5.29242982390206,Cyclic,Thiazole
4-Ethyl-2-methoxyphenol,2785-89-9,CCC1=CC(=C(C=C1)O)OC,7,0.0044,0.08925,0.507744401087254,0.045,4.34678748622466,Cyclic,BenzeneDerivatives
3-Ethyl-5-methylphenol,698-71-5,CCC1=CC(=CC(=C1)C)O,1,1,1,NA,1,3,Cyclic,BenzeneDerivatives
3-Ethylphenol,620-17-7,CCC1=CC(=CC=C1)O,1,0.2,0.2,NA,0.2,3.69897000433602,Cyclic,BenzeneDerivatives
3-Ethylanisole,10568-38-4,CCC1=CC(=CC=C1)OC,1,0.02,0.02,NA,0.02,4.69897000433602,Cyclic,BenzeneDerivatives
6-Ethyl-3-isobutyl-2H-2-pyranone,17654-99-8,CCC1=CC=C(C(=O)O1)CC(C)C,3,0.003,0.0033,0.0238980779185826,0.0032,5.49485002168009,Cyclic,Others
4-Ethyltoluene,622-96-8,CCC1=CC=C(C=C1)C,1,0.6,0.6,NA,0.6,3.22184874961636,Cyclic,BenzeneDerivatives
4-Ethylphenol,123-07-9,CCC1=CC=C(C=C1)O,1,0.299,0.299,NA,0.299,3.52432881167557,Cyclic,BenzeneDerivatives
3-Ethyltoluene,620-14-4,CCC1=CC=CC(=C1)C,1,0.8,0.8,NA,0.8,3.09691001300806,Cyclic,BenzeneDerivatives
Ethylbenzene,100-41-4,CCC1=CC=CC=C1,4,0.14,2.20525,0.583823519411169,0.52,3.2839966563652,Cyclic,BenzeneDerivatives
2-Ethylphenol,90-00-6,CCC1=CC=CC=C1O,1,0.3,0.3,NA,0.3,3.52287874528034,Cyclic,BenzeneDerivatives
"1-(3-Ethyl-5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)ethanone",88-29-9,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,1,0.0024,0.0024,NA,0.0024,5.61978875828839,Cyclic,Polycyclic
5-Ethyl-3-methoxy-2-methylpyrazine,134079-38-2,CCC1=CN=C(C(=N1)OC)C,1,0.0002,0.0002,NA,0.0002,6.69897000433602,Cyclic,Pyrazine
5-Ethyl-2-methylpyridine,104-90-5,CCC1=CN=C(C=C1)C,1,0.019,0.019,NA,0.019,4.72124639904717,Cyclic,Others
"2,5-Diethylpyrazine",13238-84-1,CCC1=CN=C(C=N1)CC,1,0.02,0.02,NA,0.02,4.69897000433602,Cyclic,Pyrazine
"2,5-Diethylthiazole",15729-76-7,CCC1=CN=C(S1)CC,1,9e-5,9e-5,NA,9e-5,7.04575749056067,Cyclic,Thiazole
"2,6-Diethylpyrazine",13067-27-1,CCC1=CN=CC(=N1)CC,1,0.006,0.006,NA,0.006,5.22184874961636,Cyclic,Pyrazine
"2,4-Diethylthiazole",32272-49-4,CCC1=CSC(=N1)CC,1,0.0065,0.0065,NA,0.0065,5.18708664335714,Cyclic,Thiazole
2-Ethyl-6-methylpyrazine,13925-03-6,CCC1=NC(=CN=C1)C,1,0.04,0.04,NA,0.04,4.39794000867204,Cyclic,Pyrazine
"2-Ethyl-3,6-dimethylpyrazine",13360-65-1,CCC1=NC(=CN=C1C)C,1,0.087,0.087,NA,0.087,4.06048074738138,Cyclic,Pyrazine
2-Ethyl-5-methylpyrazine,13360-64-0,CCC1=NC=C(N=C1)C,2,0.016,0.1,0.562772157274863,0.04,4.39794000867204,Cyclic,Pyrazine
2-Ethylpyrazine,13925-00-3,CCC1=NC=CN=C1,4,4,22,0.350795801741211,6.78,2.16877030613294,Cyclic,Pyrazine
2-Ethyl-3-methoxypyrazine,25680-58-4,CCC1=NC=CN=C1OC,2,0.0004,0.01,0.988492859823979,0.002,5.69897000433602,Cyclic,Pyrazine
5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,698-10-2,CCC1C(=C(C(=O)O1)O)C,1,0.455,0.455,NA,0.455,3.34198860334289,Cyclic,Furan
4-Hydroxy-2- or 5-ethyl-5- or 2-methyl-3(2H)-furanone,27538-10-9,CCC1C(=O)C(=C(O1)C)O,1,0.0153,0.0153,NA,0.0153,4.8153085691824,Cyclic,Furan
4-Hydroxyhexanoic acid lactone,695-06-7,CCC1CCC(=O)O1,1,0.163,0.163,NA,0.163,3.78781239559604,Cyclic,Ester
"2-Ethyl-4-methyl-1,3-dioxolane",4359-46-0,CCC1OCC(O1)C,1,0.38,0.38,NA,0.38,3.42021640338319,Cyclic,Others
"trans-3,5-Diethyl-1,2,4-trithiolane",38348-26-4,CCC1SC(SS1)CC,1,1.54e-5,1.54e-5,NA,1.54e-5,7.81247927916354,Cyclic,Others
2-Pentanone,107-87-9,CCCC(=O)C,4,1.38,70,0.791718520430232,4.99,2.30189945437661,Aliphatic,Ketone
"2,2-Dimethyl-3-hexanone",5405-79-8,CCCC(=O)C(C)(C)C,1,0.000615,0.000615,NA,0.000615,6.21112488422458,Aliphatic,Ketone
2-Methyl-3-hexanone,7379-12-6,CCCC(=O)C(C)C,1,0.028,0.028,NA,0.028,4.55284196865778,Aliphatic,Ketone
2-Methyl-4-heptanone,626-33-5,CCCC(=O)CC(C)C,1,0.041,0.041,NA,0.041,4.38721614328026,Aliphatic,Ketone
Butanoic acid,107-92-6,CCCC(=O)O,1,3.135,3.135,NA,3.135,2.50376245483326,Aliphatic,Acid
Ethyl butanoate,105-54-4,CCCC(=O)OCC,1,0.0232,0.0232,NA,0.0232,4.6345120151091,Aliphatic,Ester
Propyl butanoate,105-66-8,CCCC(=O)OCCC,7,0.00087,0.16,0.914150190302728,0.011,4.95860731484177,Aliphatic,Ester
Isopentyl butanoate,106-27-4,CCCC(=O)OCCC(C)C,1,0.015,0.015,NA,0.015,4.82390874094432,Aliphatic,Ester
3-Methyl-4-heptanol,1838-73-9,CCCC(C(C)CC)O,1,0.249,0.249,NA,0.249,3.60380065290426,Aliphatic,Alcohol
3-(Acetylthio)-2-ethylhexanal,,CCCC(C(CC)C=O)SC(=O)C,1,0.015,0.015,NA,0.015,4.82390874094432,Aliphatic,Aldehyde
"2,2-Dimethylpentane",590-35-2,CCCC(C)(C)C,1,100,100,NA,100,1,Aliphatic,Hydrocarbon
2-Methyl-2-pentanol,590-36-3,CCCC(C)(C)O,1,6.15,6.15,NA,6.15,2.21112488422458,Aliphatic,Alcohol
4-Methyl-4-heptanol,598-01-6,CCCC(C)(CCC)O,1,0.695,0.695,NA,0.695,3.15801519540989,Aliphatic,Alcohol
3-Methyl-2-hexanone,2550-21-2,CCCC(C)C(=O)C,2,0.041,0.083,0.216582731070947,0.058,4.23657200643706,Aliphatic,Ketone
2-Methylpentanoic acid,97-61-0,CCCC(C)C(=O)O,2,10,27.65,0.312325625628663,16.628,1.77915998416582,Aliphatic,Acid
Ethyl 2-methylpentanoate,39255-32-8,CCCC(C)C(=O)OCC,1,6.8e-6,6.8e-6,NA,6.8e-6,8.16749108729376,Aliphatic,Ester
"2,3-Dimethyl-2-hexanol",19550-03-9,CCCC(C)C(C)(C)O,1,0.54,0.54,NA,0.54,3.26760624017703,Aliphatic,Alcohol
3-Methyl-2-hexanol,2313-65-7,CCCC(C)C(C)O,1,0.2455,0.2455,NA,0.2455,3.60994850354101,Aliphatic,Alcohol
4-Methyl-3-heptanol,14979-39-6,CCCC(C)C(CC)O,1,0.315,0.315,NA,0.315,3.5016894462104,Aliphatic,Alcohol
2-Methylpentanal,123-15-9,CCCC(C)C=O,1,0.0024,0.0024,NA,0.0024,5.61978875828839,Aliphatic,Aldehyde
3-Methylhexane,589-34-4,CCCC(C)CC,1,500,500,NA,500,0.301029995663981,Aliphatic,Hydrocarbon
2-Methoxy-3-methyl-5-(2-methylpentyl)pyrazine,78261-14-0,CCCC(C)CC1=CN=C(C(=N1)C)OC,1,0.0012,0.0012,NA,0.0012,5.92081875395237,Cyclic,Pyrazine
2-Ethoxy-3-methyl-5-(2-methylpentyl)pyrazine,99784-17-5,CCCC(C)CC1=CN=C(C(=N1)C)OCC,1,0.002285,0.002285,NA,0.002285,5.64111379559413,Cyclic,Pyrazine
3-Methyl-5-(2-methylpentyl)-2-(methylthio)pyrazine,78246-18-1,CCCC(C)CC1=CN=C(C(=N1)C)SC,1,0.012,0.012,NA,0.012,4.92081875395237,Cyclic,Pyrazine
2-Methoxy-3-(2-methylpentyl)pyrazine,115652-11-4,CCCC(C)CC1=NC=CN=C1OC,1,8e-6,8e-6,NA,8e-6,8.09691001300806,Cyclic,Pyrazine
2-Pentanol,6032-29-7,CCCC(C)O,1,12.05,12.05,NA,12.05,1.91901295308911,Aliphatic,Alcohol
2-Pentyl acetate,53496-15-4,CCCC(C)OC(=O)C,3,0.002,0.025,0.43884027053087,0.005,5.30102999566398,Aliphatic,Ester
2-Pentyl butanoate,60415-61-4,CCCC(C)OC(=O)CCC,1,0.0153,0.0153,NA,0.0153,4.8153085691824,Aliphatic,Ester
(R)-Methyl 3-hydroxyhexanoate,109053-86-3,CCCC(CC(=O)OC)O,1,3.76,3.76,NA,3.76,2.42481215507234,Aliphatic,Ester
Methyl 3-acetoxyhexanoate,77118-93-5,CCCC(CC(=O)OC)OC(=O)C,1,0.19,0.19,NA,0.19,3.72124639904717,Aliphatic,Ester
(R)-Ethyl 3-hydroxyhexanoate,2305-25-1,CCCC(CC(=O)OCC)O,1,0.27,0.27,NA,0.27,3.56863623584101,Aliphatic,Ester
2-Methyl-4-heptanol,21570-35-4,CCCC(CC(C)C)O,1,0.605,0.605,NA,0.605,3.21824462534753,Aliphatic,Alcohol
2-Ethylpentanoic acid,20225-24-5,CCCC(CC)C(=O)O,1,5.005,5.005,NA,5.005,2.30059591818466,Aliphatic,Acid
Ethyl 2-ethylpentanoate,,CCCC(CC)C(=O)OCC,1,5e-5,5e-5,NA,5e-5,7.30102999566398,Aliphatic,Ester
3-Hexanol,623-37-0,CCCC(CC)O,4,0.8205,1.66,0.153014751325472,0.979,3.00921730819686,Aliphatic,Alcohol
3-(Methylthio)hexanal,38433-74-8,CCCC(CC=O)SC,1,0.003,0.003,NA,0.003,5.52287874528034,Aliphatic,Aldehyde
4-Heptanol,589-55-9,CCCC(CCC)O,1,0.61,0.61,NA,0.61,3.21467016498923,Aliphatic,Alcohol
3-Mercaptohexan-1-ol,51755-83-0,CCCC(CCO)S,3,1.7e-5,6e-5,0.316216087087035,3.94079467252261e-5,7.40441619261815,Aliphatic,Sulfur-containing
3-Mercaptohexyl acetate,136954-20-6,CCCC(CCOC(=O)C)S,3,2.3e-6,2e-5,0.542306354722239,1e-5,8,Aliphatic,Ester
(Z)-9-Tetradecenal,53939-27-8,CCCC/C=C\CCCCCCCC=O,1,0.00144,0.00144,NA,0.00144,5.84163750790475,Aliphatic,Aldehyde
"(E,E)-2,5-Nonadien-4-one",61759-51-1,CCCC=CC(=O)C=CC,1,0.004,0.004,NA,0.004,5.39794000867204,Aliphatic,Ketone
"(E,E)-2,4-Octadienal",30361-28-5,CCCC=CC=CC=O,1,0.01,0.01,NA,0.01,5,Aliphatic,Aldehyde
2-Hexenal,505-57-7,CCCC=CC=O,3,0.017,0.03,0.135818701492946,0.0209,4.67985371388895,Aliphatic,Aldehyde
Ethyl (E)-4-octenoate,78989-37-4,CCCC=CCCC(=O)OCC,1,0.05,0.05,NA,0.05,4.30102999566398,Aliphatic,Ester
(Z)-6-Decenal,105683-99-6,CCCC=CCCCCC=O,1,0.00034,0.00034,NA,0.00034,6.46852108295774,Aliphatic,Aldehyde
2-Hexen-1-ol,2305-21-7,CCCC=CCO,2,0.5,0.55,0.0292690483669007,0.525,3.27984069659404,Aliphatic,Alcohol
